No	ExtEHR resource	ExtEHR field	ExtEHR #	ExtEHR description	ExtEHR type	Ext binding	ExtEHR source	Mapped Resource	Mapped Field	EQ				Modeling	Needs work	Actor	Section											
347	EHDSDischargeReport	 body.patientHistory.socialDeterminantsOfHealth.educationSection.comment	 0..1	 If deemed relevant, a specification of the degree program can be provided by means of an explanation (e.g.: patient is in medical school).	 string	   	 If deemed relevant, a specification of the degree program can be provided by means of an explanation (e.g.: patient is in medical school). 																					
348	EHDSDischargeReport	 body.patientHistory.socialDeterminantsOfHealth.livingSituation	 0..1	 Living situation - household type and other related living situation information.	 Base	   	 Living situation - household type and other related living situation information. 																					
349	EHDSDischargeReport	 body.patientHistory.socialDeterminantsOfHealth.livingSituation.houseType	 0..1	 Type of home the patient lives in.	 CodeableConcept	 SNOMED CT (preferred)  	 Type of home the patient lives in. 																					
350	EHDSDischargeReport	 body.patientHistory.socialDeterminantsOfHealth.livingSituation.homeAdaption	 0..*	 Home adaptions present in the home that have been made in the context of the illness or disability to make the functioning of the patient safer and more comfortable and to enable independent living. Multiple data elements could be provided.	 CodeableConcept	 SNOMED CT (preferred)  	 Home adaptions present in the home that have been made in the context of the illness or disability to make the functioning of the patient safer and more comfortable and to enable independent living. Multiple data elements could be provided. 																					
351	EHDSDischargeReport	 body.patientHistory.socialDeterminantsOfHealth.livingSituation.livingConditions	 0..*	 Living conditions that affect the accessibility of the home or the stay in the home.	 CodeableConcept	 SNOMED CT (preferred)  	 Living conditions that affect the accessibility of the home or the stay in the home. 																					
352	EHDSDischargeReport	 body.patientHistory.socialDeterminantsOfHealth.familySituation	 0..1	 Family situation	 Base	   	 Family situation 																					
353	EHDSDischargeReport	 body.patientHistory.socialDeterminantsOfHealth.familySituation.comment	 0..1	 Comment on the family situation.	 string	   	 Comment on the family situation. 																					
354	EHDSDischargeReport	 body.patientHistory.socialDeterminantsOfHealth.familySituation.familyComposition	 0..1	 The family composition describes the patient’s home situation and the form of cohabitation. A family can consist of one or more people.	 CodeableConcept	 SNOMED CT (preferred)  	 Family composition 																					
355	EHDSDischargeReport	 body.patientHistory.socialDeterminantsOfHealth.familySituation.maritalStatus	 0..1	 Person’s marital status according to the terms and definition in the national civil code.	 CodeableConcept	 hl7:marital-status (preferred)  	 Person’s marital status according to the terms and definition in the national civil code. 																					
356	EHDSDischargeReport	 body.patientHistory.socialDeterminantsOfHealth.familySituation.numberOfChildren	 0..1	 The number of children the patient has. Children in the context of this information model include step children, foster children, biological and adopted children.	 Quantity	   	 Number of children 																					
357	EHDSDischargeReport	 body.patientHistory.socialDeterminantsOfHealth.familySituation.numberOfChildrenAtHome	 0..1	 Number of children living at home with the patient.	 Quantity	   	 Number of children living at home with the patient. 																					
358	EHDSDischargeReport	 body.patientHistory.socialDeterminantsOfHealth.familySituation.childDetails	 0..*	 Child details (age, co-living status and comment).	 Base	   	 Child details (age, co-living status and comment). 																					
359	EHDSDischargeReport	 body.patientHistory.socialDeterminantsOfHealth.familySituation.childDetails.livingAtHome	 0..1	 Living at home. An indication stating whether the child lives at home.	 boolean	   	 Living at home. An indication stating whether the child lives at home. 																					
360	EHDSDischargeReport	 body.patientHistory.socialDeterminantsOfHealth.familySituation.childDetails.dateOfBirth	 0..1	 Child’s date of birth.	 date	   	 Child’s date of birth. 																					
361	EHDSDischargeReport	 body.patientHistory.socialDeterminantsOfHealth.familySituation.childDetails.comment	 0..1	 A comment on the child's family situation.	 string	   	 A comment on the child's family situation. 																					
362	EHDSDischargeReport	 body.patientHistory.socialDeterminantsOfHealth.familySituation.careResponsibility	 0..*	 Care responsibility. The activities the patient carries out to care for a dependent family member.	 CodeableConcept	 SNOMED CT (preferred)  	 Care responsibility. The activities the patient carries out to care for a dependent family member. 																					
363	EHDSDischargeReport	 body.patientHistory.socialDeterminantsOfHealth.useOfSubstances	 0..1	 Information about use and/or abuse of specific substances.	 Base	   	 Use of substances 																					
364	EHDSDischargeReport	 body.patientHistory.socialDeterminantsOfHealth.useOfSubstances.narrative	 0..1	 Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided.	 string	   	 Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided. 																					
365	EHDSDischargeReport	 body.patientHistory.socialDeterminantsOfHealth.useOfSubstances.alcoholUse	 0..*	 Alcohol consumption by the patient. Multiple records on alcohol use could be provided.	 EHDSSubstanceUse	   	 Alcohol consumption by the patient. Multiple records on alcohol use could be provided. 																					
366	EHDSDischargeReport	 body.patientHistory.socialDeterminantsOfHealth.useOfSubstances.tobaccoUse	 0..*	 Represent smoking or tobacco habits. Multiple records on tobacco use could be provided.	 EHDSSubstanceUse	   	 Tobacco use 																					
367	EHDSDischargeReport	 body.patientHistory.socialDeterminantsOfHealth.useOfSubstances.drugConsumption	 0..*	 Consumption of drugs and other substances (in terms of abuse).	 EHDSSubstanceUse	   	 Consumption of drugs and other substances (in terms of abuse). 																					
368	EHDSDischargeReport	 body.courseOfEncounter	 1..1	 Course of inpatient or outpatient encounter.	 Base	   	 Course of inpatient or outpatient encounter. 																					
369	EHDSDischargeReport	 body.courseOfEncounter.diagnosticSummary	 1..1	 The diagnostic summary differentiates, in accordance with the international recommendation, between problems treated during hospital stay and other (untreated) problems. Treated problems are problems that were the subject of diagnostics, therapy, nursing, or (continuous) monitoring during the hospitalisation. Furthermore problems could be divided into three categories: problems present on admission (POA), conditions acquired during hospital stay (HAC) and problems that cannot be classified as being of any of the two (N/A). The diagnostic summary contains all conditions as they were recognised at the end of hospitalisation, after all examinations. This section contains concise, well specified, codeable, summary of problems. Problems are ordered by importance (main problems first) during hospital stay. Description of the problem might be completed with additional details in the medical history section and/or in the Synthesis section.	 Base	   	 Diagnostic summary. All problems/diagnoses that affect care during the inpatient case or are important to be recorded to ensure continuity of care. 																					
370	EHDSDischargeReport	 body.courseOfEncounter.diagnosticSummary.narrative	 0..1	 Problem specification in narrative form.	 string	   	 Problem specification in narrative form. 																					
371	EHDSDischargeReport	 body.courseOfEncounter.diagnosticSummary.problemDetails	 0..*	 Problems that were treated or affected provisioning of care (diagnostics, therapy, nursing, monitoring) during the encounter. At least one problem should be marked as treated. Other problems are recorded only if they are important for continuity of care (after discharge).	 Base	   	 Problems that were treated or affected provisioning of care (diagnostics, therapy, nursing, monitoring) during the encounter. At least one problem should be marked as treated. Other problems are recorded only if they are important for continuity of care (after discharge). 																					
372	EHDSDischargeReport	 body.courseOfEncounter.diagnosticSummary.problemDetails.presentOnAdmission	 1..1	 Category of the problem allows flagging for conditions acquired during encounter.	 CodeableConcept	   	 Whether the condition was present on admission or acquired during encounter 																					
373	EHDSDischargeReport	 body.courseOfEncounter.diagnosticSummary.problemDetails.treatmentClass	 1..1	 Class of the problem (treated, other) in relation to the encounter.	 CodeableConcept	   	 Class of the problem (treated, other) in relation to the encounter. 																					
374	EHDSDischargeReport	 body.courseOfEncounter.diagnosticSummary.problemDetails.problem	 1..1	 Problem details include code that identifies problem, specification of the body structure, laterality, and other aspects of the problem.	 EHDSCondition	   	 Problem details include code that identifies problem, specification of the body structure, laterality, and other aspects of the problem. 																					
375	EHDSDischargeReport	 body.courseOfEncounter.significantProcedures	 0..1	 Significant surgical and non-surgical procedures performed during encounter which are significant for continuity of care, e.g. surgeries and other instrumental interventions (endoscopic, intravascular), chemotherapy, radiotherapy, purification methods (dialysis, hemoperfusion), circulation support methods (counterpulsation, etc.), administration of blood derivatives or others. This section does not include purely diagnostic procedures (MRI, CT, etc.). If no significant performance has been performed, this fact must be explicitly stated using the IPS Absent and Unknown Data.	 Base	   	 Significant procedures section 																					
376	EHDSDischargeReport	 body.courseOfEncounter.significantProcedures.narrative	 0..1	 Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided.	 string	   	 Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided. 																					
377	EHDSDischargeReport	 body.courseOfEncounter.significantProcedures.procedureEntry	 0..*	 Structured procedure entry.	 EHDSProcedure	   	 Structured procedure entry. 																					
378	EHDSDischargeReport	 body.courseOfEncounter.medicalDevicesAndImplants	 1..1	 Implants and used medical devices that affected or may affect the provision of health services (diagnosis and treatment). Also medical devices explanted, or its use was stopped during encounter. If the section is blank, the reason must be explicitly stated using the IPS Absent and Unknown Data coding system	 Base	   	 Medical devices and implants section 																					
379	EHDSDischargeReport	 body.courseOfEncounter.medicalDevicesAndImplants.narrative	 0..1	 Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided.	 string	   	 Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided. 																					
380	EHDSDischargeReport	 body.courseOfEncounter.medicalDevicesAndImplants.medicalDevicesAndImplants	 1..*	 Medical devices and implants	 EHDSDeviceUse	   	 Medical devices and implants 																					
381	EHDSDischargeReport	 body.courseOfEncounter.pharmacotherapy	 0..1	 Selected drug treatment during encounter. Medicinal products that were administered during encounter and whose administration has already been discontinued before discharge. Only products which are important for continuity of care (antibiotics other than completely routine, corticosteroids in high doses, etc.) will be listed. Products which administration will continue after discharge will be also recorder in the Medication summary section. Medicinal products, the administration of which was started during encounter, but is also recommended after discharge, will be listed in the summary table in the recommendation section.	 Base	   	 Pharmacotherapy section 																					
382	EHDSDischargeReport	 body.courseOfEncounter.pharmacotherapy.narrative	 0..1	 Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided.	 string	   	 Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided. 																					
383	EHDSDischargeReport	 body.courseOfEncounter.pharmacotherapy.pharmacotherapy	 0..*	 Pharmacotherapy structured entry.	 EHDSMedicationStatement	   	 Pharmacotherapy structured entry. 																					
384	EHDSDischargeReport	 body.courseOfEncounter.significantObservationResults	 0..1	 Results of significant functional, diagnostic, and imaging examinations to ensure continuity of care, performed during encounter. Results of examinations ordered but not yet delivered should be presented separately from results already delivered.	 Base	   	 Significant Observation Results 																					
385	EHDSDischargeReport	 body.courseOfEncounter.significantObservationResults.narrative	 0..1	 Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided.	 string	   	 Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided. 																					
386	EHDSDischargeReport	 body.courseOfEncounter.significantObservationResults.significantObservationResult[x]	 0..*	 Structured significant observation entry.	 EHDSObservation	   	 Significant Observation Result 																					
387	EHDSDischargeReport	 body.courseOfEncounter.significantObservationResults.significantObservationResult[x]	 0..*	 Structured significant observation entry.	 EHDSLaboratoryObservation	   	 Significant Observation Result 																					
388	EHDSDischargeReport	 body.courseOfEncounter.synthesis	 1..1	 This section provides clinical synthesis (e.g. description of reasons and course of encounter) clustered by managed conditions, Clinical synthesis may include clinical reasoning (differential diagnostics, explanation of clinical context) in clinically complex conditions.	 Base	   	 Synthesis 																					
389	EHDSDischargeReport	 body.courseOfEncounter.synthesis.problemSynthesis	 1..*	 Summary description of the reason and course of hospitalisation for a specific problem.	 string	   	 Summary description of the reason and course of hospitalisation for a specific problem. 																					
390	EHDSDischargeReport	 body.courseOfEncounter.synthesis.clinicalReasoning	 0..1	 The clinical summary can be concluded with a clinical consideration (diff. diagnosis, explanation of context, etc.) for clinically complex conditions.	 string	   	 Clinical reasoning 																					
391	EHDSDischargeReport	 body.dischargeDetails	 1..1	 Structured information should be provided, however if not available, at least a section narrative should be present.	 Base	   	 Discharge details 																					
392	EHDSDischargeReport	 body.dischargeDetails.narrative	 0..1	 Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative sub-section elements should be provided.	 string	   	 Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative sub-section elements should be provided. 																					
393	EHDSDischargeReport	 body.dischargeDetails.objectiveFindings	 0..1	 Sub-section with objective findings.	 Base	   	 Objective findings 																					
394	EHDSDischargeReport	 body.dischargeDetails.objectiveFindings.narrative	 0..1	 Narrative content of the section.	 string	   	 Narrative content of the section. 																					
395	EHDSDischargeReport	 body.dischargeDetails.objectiveFindings.anthropometricObservations	 0..*	 Anthropometric observations, such as body weight and height of the patient, BMI, circumference of head, waist, hip, limbs and skin fold thickness.	 EHDSObservation	   	 Anthropometric observations, such as body weight and height of the patient, BMI, circumference of head, waist, hip, limbs and skin fold thickness. 																					
396	EHDSDischargeReport	 body.dischargeDetails.objectiveFindings.vitalSigns	 0..*	 Vital signs observations. Mandatory: pulse rate, respiratory rate, systolic and diastolic blood pressure with site information, optional: 02 saturation	 EHDSObservation	   	 Vital signs observations. Mandatory: pulse rate, respiratory rate, systolic and diastolic blood pressure with site information, optional: 02 saturation 																					
397	EHDSDischargeReport	 body.dischargeDetails.objectiveFindings.physicalExamination	 0..*	 Physical examination is the process of evaluating objective anatomical findings. It is typically the first diagnostic measure performed after taking the patient's history, which allows an initial assessment of symptoms and is useful for determining the differential diagnoses and further steps. Physical examination can be performed through observation, palpation, percussion, and auscultation.	 EHDSObservation	   	 Physical examination 																					
398	EHDSDischargeReport	 body.dischargeDetails.functionalStatus	 0..1	 Functional status can be assessed in several different ways, usually with a focus on the person’s abilities to perform basic activities of daily living (ADL), which include basic self-care such as bathing, feeding, and toileting and instrumental activities of daily living (IADL), which includes activities such as cooking, shopping, and managing one’s own affairs.For details see: https://paciowg.github.io/functional-status-ig/	 Base	   	 Section: Functional status 																					
399	EHDSDischargeReport	 body.dischargeDetails.functionalStatus.narrative	 0..1	 Narrative, potentially formatted, content of the section	 string	   	 Narrative, potentially formatted, content of the section 																					
400	EHDSDischargeReport	 body.dischargeDetails.functionalStatus.functionalStatusAssessment	 0..*	 An individual's ability to perform normal daily activities required to meet basic needs, fulfil usual roles and maintain health and well-being	 EHDSFunctionalStatus	   	 An individual's ability to perform normal daily activities required to meet basic needs, fulfil usual roles and maintain health and well-being 																					
401	EHDSDischargeReport	 body.dischargeDetails.medicationSummary	 0..1	 Medication summary. Summary information on the medication recommended for the period after discharge, indicating whether the medication is changed or newly started. Compared to previous practices, the overview is supplemented with medication that has been discontinued.	 Base	   	 Medication summary. Summary information on the medication recommended for the period after discharge, indicating whether the medication is changed or newly started. Compared to previous practices, the overview is supplemented with medication that has been discontinued. 																					
402	EHDSDischargeReport	 body.dischargeDetails.medicationSummary.narrative	 0..1	 Narrative content of the section.	 string	   	 Narrative content of the section. 																					
403	EHDSDischargeReport	 body.dischargeDetails.medicationSummary.entry	 0..*	 Structured medication entry	 Base	   	 Structured medication entry 																					
404	EHDSDischargeReport	 body.dischargeDetails.medicationSummary.entry.medicationUse	 1..1	 Details about medication and dosaging	 EHDSMedicationStatement	   	 Details about medication and dosaging 																					
405	EHDSDischargeReport	 body.dischargeDetails.medicationSummary.entry.daysSupplied	 0..1	 Supply is intended to either hand over the medicine or write out a prescription. A 0 value indicates that the patient has not been provided with the drug (e.g. if the patient has a sufficient supply of the drug)	 Quantity	   	 Number of days for which the patient was provided with the drug at the time of discharge 																					
406	EHDSDischargeReport	 body.dischargeDetails.carePlan	 0..*	 Care plan and other recommendations after discharge section.	 Base	   	 Care plan and other recommendations after discharge. 																					
407	EHDSDischargeReport	 body.dischargeDetails.carePlan.narrative	 0..1	 Narrative content of the section.	 string	   	 Narrative content of the section. 																					
408	EHDSDischargeReport	 body.dischargeDetails.carePlan.carePlan	 0..*	 Structured care plan after discharge. Multiple care plans could be provided.	 EHDSCarePlan	   	 Structured care plan after discharge. Multiple care plans could be provided. 																					
409	EHDSDischargeReport	 body.dischargeDetails.carePlan.otherRecommendations	 0..1	 Other recommendations (advice) after discharge. E.g., recommendation to suggest hip replacement, reduce number of cigarettes, stop smoking, increase physical exercises, etc.	 string	   	 Other recommendations (advice) after discharge. E.g., recommendation to suggest hip replacement, reduce number of cigarettes, stop smoking, increase physical exercises, etc. 																					
410	EHDSDischargeReport	 attachments[x]	 0..*	 Report attachments data elements	 EHDSAttachment	   	 Report attachments data elements 																					
411	EHDSDischargeReport	 attachments[x]	 0..*	 Report attachments data elements	 EHDSMedia	   	 Report attachments data elements 																					
412	EHDSDispenseDecline	 	 0..*	 Explicit statement about declining the dispense request (prescription), usually recorded in order to communicate the issue back to the prescriber. Reasons for declining a dispense may vary, but typically this statement is only sent when a following action is expected on the prescriber’s side (cancelling or changing the problematic prescription or the whole treatment).	 	   	 Medication dispense decline model 																					
413	EHDSDispenseDecline	 header	 1..1	 Common header for all patient-related data	 Base	   	 Common header for all patient-related data 																					
414	EHDSDispenseDecline	 header.subject	 1..1	 Patient/subject information	 EHDSPatient	   	 Subject 																					
415	EHDSDispenseDecline	 header.identifier	 0..*	 Business identifier for the object	 Identifier	   	 Business identifier for the object 																					
416	EHDSDispenseDecline	 header.authorship	 1..*	 Resource authoring details	 Base	   	 Authorship 																					
417	EHDSDispenseDecline	 header.authorship.author[x]	 1..1	 Author(s) by whom the resource was/were authored. Multiple authors could be provided.	 EHDSHealthProfessional	   	 Author 																					
418	EHDSDispenseDecline	 header.authorship.author[x]	 1..1	 Author(s) by whom the resource was/were authored. Multiple authors could be provided.	 EHDSOrganisation	   	 Author 																					
419	EHDSDispenseDecline	 header.authorship.author[x]	 1..1	 Author(s) by whom the resource was/were authored. Multiple authors could be provided.	 EHDSDevice	   	 Author 																					
420	EHDSDispenseDecline	 header.authorship.datetime	 1..1	 Date and time of the issuing the document/resource by its author.	 dateTime	   	 Date and time of authoring/issuing 																					
421	EHDSDispenseDecline	 header.lastUpdate	 0..1	 Date and time of the last update to the document/information	 dateTime	   	 Date and time of the last update to the resource 																					
422	EHDSDispenseDecline	 header.status	 1..1	 Status of the resource	 CodeableConcept	   	 Status of the resource 																					
423	EHDSDispenseDecline	 header.statusReason[x]	 1..1	 Reason for the current status of the resource.	 CodeableConcept	   	 Reason for not dispensing the medication 																					
424	EHDSDispenseDecline	 header.statusReason[x]	 1..1	 Reason for the current status of the resource.	 string	   	 Reason for not dispensing the medication 																					
425	EHDSDispenseDecline	 header.language	 0..1	 Language in which the resource is written. Language is expressed by the IETF language tag.	 CodeableConcept	 BCP 47 (preferred)  	 Language 																					
426	EHDSDispenseDecline	 header.version	 0..1	 Business version of the resource.	 string	   	 Version 																					
427	EHDSDispenseDecline	 presentedForm	 0..*	 A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document	 EHDSAttachment	   	 A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document 																					
428	EHDSDispenseDecline	 relatedRequest	 1..*	 The single-item prescription or prescription line item that was declined by the dispenser. [Used for searching]	 EHDSMedicationPrescription	   	 The single-item prescription or prescription line item that was declined by the dispenser. [Used for searching] 																					
429	EHDSDispenseDecline	 comment	 0..1	 Additional information about why the dispensation was declined.	 string	   	 Additional information about why the dispensation was declined. 																					
430	EHDSDocument	 	 0..*	 EHDS refined base model for common document data elements, including the common header. Data relevant to document type and its content for administrative and searching purposes.	 	   	 Document model 																					
431	EHDSDocument	 header	 1..1	 Common header for all patient-related data	 Base	   	 Document header elements 																					
432	EHDSDocument	 header.subject	 1..1	 Patient/subject information	 EHDSPatient	   	 Subject 																					
433	EHDSDocument	 header.identifier	 1..*	 Unique identifier of the document	 Identifier	   	 Document ID 																					
434	EHDSDocument	 header.authorship	 1..*	 Resource authoring details	 Base	   	 Authorship 																					
435	EHDSDocument	 header.authorship.author[x]	 1..1	 Author(s) by whom the resource was/were authored. Multiple authors could be provided.	 EHDSHealthProfessional	   	 Author 																					
436	EHDSDocument	 header.authorship.author[x]	 1..1	 Author(s) by whom the resource was/were authored. Multiple authors could be provided.	 EHDSOrganisation	   	 Author 																					
437	EHDSDocument	 header.authorship.author[x]	 1..1	 Author(s) by whom the resource was/were authored. Multiple authors could be provided.	 EHDSDevice	   	 Author 																					
438	EHDSDocument	 header.authorship.datetime	 1..1	 Date and time of the issuing the document/resource by its author.	 dateTime	   	 Date and time of authoring/issuing 																					
439	EHDSDocument	 header.lastUpdate	 0..1	 Date and time of the last update to the document/information	 dateTime	   	 Date and time of the last update to the resource 																					
440	EHDSDocument	 header.status	 1..1	 Status of the resource	 CodeableConcept	   	 Status of the resource 																					
441	EHDSDocument	 header.statusReason[x]	 0..1	 Reason for the current status of the resource.	 CodeableConcept	   	 Reason for the current status of the resource. 																					
442	EHDSDocument	 header.statusReason[x]	 0..1	 Reason for the current status of the resource.	 string	   	 Reason for the current status of the resource. 																					
443	EHDSDocument	 header.language	 0..1	 Language in which the resource is written. Language is expressed by the IETF language tag.	 CodeableConcept	 BCP 47 (preferred)  	 Language 																					
444	EHDSDocument	 header.version	 0..1	 Business version of the resource.	 string	   	 Version 																					
445	EHDSDocument	 presentedForm	 0..*	 A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document	 EHDSAttachment	   	 A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document 																					
446	EHDSDocument	 header.documentType	 1..1	 Identifies the type of document at hand, e.g. Discharge report.	 CodeableConcept	 LOINC (preferred)  	 Document type 																					
447	EHDSDocument	 header.documentTitle	 1..1	 Document title, such as Discharge Report, Laboratory Result Report, etc.	 string	   	 Document title 																					
448	EHDSDocument	 header.documentStatus	 1..1	 The status of the Discharge report. E.g., preliminary, final.	 CodeableConcept	 hl7:CompositionStatus (preferred)  	 Document status 																					
449	EHDSDocument	 header.period	 0..1	 Time of service that is being documented	 Period	   	 Period 																					
450	EHDSDocument	 header.attestation	 0..*	 Document attestation details	 Base	   	 Attestation 																					
451	EHDSDocument	 header.attestation.attester	 1..1	 Attester who validated the document. Mulitple attesters could be provided.	 EHDSHealthProfessional	   	 Attester 																					
452	EHDSDocument	 header.attestation.datetime	 1..1	 Date and time of the approval of the document by Attester.	 dateTime	   	 DateTime 																					
453	EHDSDocument	 header.legalAuthentication	 0..1	 Document legal authentication	 Base	   	 Legal authentication 																					
454	EHDSDocument	 header.legalAuthentication.legalAuthenticator	 1..1	 The person taking responsibility for the medical content of the document	 EHDSHealthProfessional	   	 Legal authenticator 																					
455	EHDSDocument	 header.legalAuthentication.datetime	 1..1	 Date and time when the document was authorized.	 dateTime	   	 DateTime 																					
456	EHDSDocument	 header.eventType	 0..*	 Categorization of the event covered by the document (e.g. laboratory study types, imaging study types including modality, etc.). Selection of such tags or labels depends on the use case and agreement betwen data sharing parties. This meta-data element serves primarily for searching and filtering purpuses.	 CodeableConcept	 LOINC, SNOMED CT, dicom-cid-33-Modality (preferred)  	 Event type 																					
457	EHDSDocument	 header.authorSpecialty	 0..*	 Additional details about where the content was created (e.g. clinical specialty)	 CodeableConcept	 SNOMED CT (preferred)  	 Specialty 																					
458	EHDSDocument	 header.custodian	 1..1	 Organisation that is in charge of maintaining the document/report.	 EHDSOrganisation	   	 Document custodian 																					
459	EHDSDocument	 header.documentFormat	 0..1	 An identifier of the document constraints, encoding, structure, and template that the document conforms to beyond the base format indicated in the mimeType.	 CodeableConcept	 HL7 Document Format Codes (preferred)  	 Document format 																					
460	EHDSDocument	 header.confidentiality	 0..1	 Level of confidentiality of the document. Implicit value is normal.	 CodeableConcept	 hl7:Confidentiality (preferred)  	 Confidentiality 																					
461	EHDSDocument	 knowledgeResources	 0..*	 Related documents and information sources	 Base	   	 Related documents and information sources 																					
462	EHDSDocument	 knowledgeResources.externalReference	 0..*	 ...	 RelatedArtifact	   	 ... 																					
463	EHDSDocument	 knowledgeResources.relatedTo	 0..*	 ...	 Reference	   	 ... 																					
464	EHDSDosage	 	 0..*	 EHDS refined base model for Dosage	 	   	 Dosage model 																					
465	EHDSDosage	 dosageDescription	 0..1	 Free text dosage instructions.	 string	   	 Dosage description 																					
466	EHDSDosage	 site	 0..1	 Body site administered to.	 CodeableConcept	   	 Site 																					
467	EHDSDosage	 route	 0..1	 Path of substance into body.	 CodeableConcept	   	 Route 																					
468	EHDSDosage	 method	 0..1	 How drug was administered.	 CodeableConcept	   	 Method 																					
469	EHDSDosage	 dose	 0..1	 Amount of medication per dose.	 Quantity	   	 Dose 																					
470	EHDSDosage	 rate[x]	 0..1	 Dose quantity per unit of time.	 Ratio	   	 Rate 																					
471	EHDSDosage	 rate[x]	 0..1	 Dose quantity per unit of time.	 Quantity	   	 Rate 																					
472	EHDSDosaging	 	 0..*	 Logical model for usage instructions for administring the requested product. Based on FHIR Dosage complex data type. When implemented, this model may be reduced significantly according to the specific use case.	 	   	 Dosaging model 																					
473	EHDSDosaging	 sequence	 0..1	 Order of the dosage instruction, in case one treatment consists of several dosaging schemes	 integer	   	 Order of the dosage instruction, in case one treatment consists of several dosaging schemes 																					
474	EHDSDosaging	 text	 0..1	 Free text usage/dosage instructions when structured dosage information is not fully provided	 string	   	 Free text usage/dosage instructions when structured dosage information is not fully provided 																					
475	EHDSDosaging	 renderedDescription	 0..1	 Text representation rendered from all dosaging data elements with a value	 string	   	 Text representation rendered from all dosaging data elements with a value 																					
476	EHDSDosaging	 additionalInstruction	 0..*	 Coded instructions, e.g warnings to the patient, like 'may cause drowsiness' etc	 CodeableConcept	   	 Coded instructions, e.g warnings to the patient, like 'may cause drowsiness' etc 																					
477	EHDSDosaging	 patientInstruction	 0..1	 Patient oriented instructions as free text	 string	   	 Patient oriented instructions as free text 																					
478	EHDSDosaging	 doseAndRate	 0..*	 Amount of medication administered per one dose (= one timing)	 Base	   	 Amount of medication administered per one dose (= one timing) 																					
479	EHDSDosaging	 doseAndRate.type	 0..1	 The kind of dose or rate specified (e.g calculated, ordered, etc).	 CodeableConcept	   	 The kind of dose or rate specified (e.g calculated, ordered, etc). 																					
480	EHDSDosaging	 doseAndRate.dose[x]	 0..1	 Amount of medication per one dose. (1 tablet, 2-3 tablets, 20ml)	 Quantity	   	 Amount of medication per one dose. (1 tablet, 2-3 tablets, 20ml) 																					
481	EHDSDosaging	 doseAndRate.dose[x]	 0..1	 Amount of medication per one dose. (1 tablet, 2-3 tablets, 20ml)	 Range	   	 Amount of medication per one dose. (1 tablet, 2-3 tablets, 20ml) 																					
482	EHDSDosaging	 doseAndRate.rate[x]	 0..1	 Time period during which one defined dose is administered (per 1 hour, per 5-10 minutes)	 Ratio	   	 Time period during which one defined dose is administered (per 1 hour, per 5-10 minutes) 																					
483	EHDSDosaging	 doseAndRate.rate[x]	 0..1	 Time period during which one defined dose is administered (per 1 hour, per 5-10 minutes)	 Quantity	   	 Time period during which one defined dose is administered (per 1 hour, per 5-10 minutes) 																					
484	EHDSDosaging	 doseAndRate.rate[x]	 0..1	 Time period during which one defined dose is administered (per 1 hour, per 5-10 minutes)	 Range	   	 Time period during which one defined dose is administered (per 1 hour, per 5-10 minutes) 																					
485	EHDSDosaging	 timing	 0..1	 When medication should be administered (period, time of day, frequency, etc)	 Base	   	 When medication should be administered (period, time of day, frequency, etc) 																					
486	EHDSDosaging	 timing.event	 0..*	 Exact date and/or time of the administration	 dateTime	   	 Exact date and/or time of the administration 																					
487	EHDSDosaging	 timing.code	 0..1	 Timing abbreviation (AM - morning, Q4H - once in every 4 hours, BID - twice a day, etc)	 CodeableConcept	   	 Timing abbreviation (AM - morning, Q4H - once in every 4 hours, BID - twice a day, etc) 																					
488	EHDSDosaging	 timing.repeat	 0..1	 Repetition of the administration.	 Base	   	 Repetition of the administration. 																					
489	EHDSDosaging	 timing.repeat.bounds	 0..1	 Time bounds for the treatment (current dosaging scheme). Only one of the following can exist.	 Base	   	 Time bounds for the treatment (current dosaging scheme). Only one of the following can exist. 																					
490	EHDSDosaging	 timing.repeat.bounds.duration	 0..1	 Number of time units, e.g 10 days	 Quantity	   	 Number of time units, e.g 10 days 																					
491	EHDSDosaging	 timing.repeat.bounds.range	 0..1	 A range of numbers of time units, 5-10 days	 Range	   	 A range of numbers of time units, 5-10 days 																					
